s,t
431,744
56,545
272,761
375,614
394,868
355,791
693,972
477,930
60,905
131,447
516,853
59,814
149,812
547,780
175,987
230,830
471,760
380,796
694,976
244,648
716,948
185,591
305,839
60,861
327,887
147,448
200,684
660,952
27,738
53,686
273,712
30,564
44,573
591,881
1,497
28,502
499,908
199,298
378,890
335,840
249,987
7,661
713,842
316,695
127,579
276,638
472,988
258,954
101,819
82,799
386,659
242,442
244,957
278,982
29,543
478,761
88,694
42,542
161,512
72,332
477,904
488,862
154,618
140,569
332,906
206,563
30,781
527,869
279,561
65,789
145,378
47,386
566,898
558,730
600,739
159,707
243,855
177,670
308,857
91,712
364,607
356,792
301,791
69,889
82,323
260,640
583,896
415,640
173,810
779,963
231,787
65,633
562,907
265,906
278,568
686,868
56,306
325,637
233,511
550,820
503,951
400,846
365,582
557,744
25,306
108,506
278,909
17,102
475,834
44,797
161,600
177,958
176,759
258,734
302,833
95,604
83,406
510,914
275,709
601,935
272,968
207,358
417,932
209,593
235,425
494,840
362,828
47,916
4,373
31,687
309,883
65,643
159,322
177,722
193,653
469,759
483,986
324,463
575,719
211,839
283,825
54,292
695,903
51,437
508,869
440,580
422,586
189,327
294,844
324,987
523,831
116,702
497,758
470,925
137,675
580,784
58,744
496,775
142,782
216,846
627,801
89,270
29,756
77,719
224,432
390,942
76,669
480,992
739,901
86,742
42,426
231,904
524,956
28,235
169,631
116,880
298,893
198,533
113,384
339,578
379,909
263,640
354,747
644,904
22,852
333,663
215,684
108,818
149,347
574,958
596,807
95,799
549,785
262,903
77,310
107,825
578,864
491,887
339,681
346,650
105,532
308,587
160,643
52,388
25,829
640,966
514,963
435,901
200,747
219,984
158,547
31,347
564,862
2,407
493,905
523,779
34,629
395,583
31,243
10,208
453,850
144,546
327,821
568,797
453,843
56,813
552,722
315,737
49,748
62,578
392,954
443,730
181,520
244,899
382,914
157,564
149,750
86,761
459,889
65,793
88,283
825,968
299,546
131,501
343,559
549,976
679,847
452,841
66,638
47,442
541,948
63,703
161,583
166,831
180,440
112,619
213,758
124,529
552,945
409,619
101,558
13,390
358,910
437,645
326,873
15,705
91,295
275,975
146,441
180,552
456,951
396,564
727,877
397,642
213,919
374,495
187,864
167,774
150,752
406,867
117,556
684,811
547,826
709,997
203,550
600,966
255,539
523,948
77,839
300,947
253,992
289,574
282,896
288,616
324,683
328,697
163,523
210,986
656,956
194,856
222,652
276,761
221,414
701,815
110,935
545,821
76,494
91,381
208,676
21,523
87,716
411,603
12,547
92,423
429,700
606,933
213,845
64,188
662,959
246,783
281,708
449,737
366,983
319,843
499,892
214,944
95,257
7,621
572,975
199,569
74,274
603,860
224,941
92,859
152,623
65,313
37,228
285,593
129,612
178,978
361,785
127,709
122,711
16,591
277,919
194,667
744,973
519,848
393,946
7,600
259,758
572,776
632,964
280,851
243,778
478,970
65,580
186,659
513,919
206,919
307,887
156,524
344,831
155,592
39,689
808,932
233,472
374,580
837,955
63,312
508,922
2,490
408,672
465,979
309,698
131,897
401,945
496,929
528,786
113,873
210,509
512,895
197,519
386,709
195,749
195,601
399,709
346,569
175,521
172,545
42,184
210,425
299,845
537,786
341,810
170,944
122,505
259,629
96,772
211,705
43,482
27,348
144,709
310,433
260,629
156,506
178,618
573,894
131,745
63,381
620,966
266,825
826,933
25,329
118,521
394,728
209,503
501,758
19,853
508,862
185,860
126,741
354,835
389,870
339,922
330,541
599,898
339,573
2,682
210,605
257,879
314,791
590,838
231,812
240,658
728,936
379,835
22,336
559,752
3,707
97,528
271,660
320,558
491,935
22,430
152,521
106,684
32,692
147,385
313,847
269,845
45,545
405,677
189,768
227,463
560,973
52,604
134,318
361,597
67,725
331,964
177,946
539,958
194,490
506,1000
557,955
52,125
335,790
425,917
193,659
643,920
135,635
468,824
88,611
510,637
455,737
418,770
254,582
174,451
280,757
52,664
171,259
491,635
276,635
12,541
111,504
320,862
12,725
402,572
547,796
442,819
53,427
260,708
32,381
490,956
367,881
162,455
97,635
461,920
443,555
349,662
429,713
542,842
45,252
205,604
4,149
212,832
512,889
480,925
357,577
115,445
424,846
153,712
198,757
126,502
569,884
473,987
342,578
242,459
91,362
716,913
48,527
5,346
252,564
215,779
273,864
346,786
629,717
164,670
385,734
237,724
544,790
327,688
533,875
253,945
338,724
607,906
495,950
188,865
69,487
130,493
305,928
336,615
91,596
252,577
547,877
221,844
507,802
166,605
9,437
119,502
375,708
173,329
229,665
241,617
369,831
325,839
72,837
367,762
334,693
169,438
276,561
434,696
389,768
53,431
185,455
50,265
448,667
287,753
356,566
96,468
207,776
669,998
265,704
27,499
387,811
199,815
365,804
320,740
257,767
172,641
108,683
611,798
192,632
36,763
461,720
28,599
229,856
389,955
241,930
400,793
706,960
449,872
601,958
27,323
527,891
205,557
188,773
270,619
657,929
420,954
226,925
681,987
603,822
456,858
87,854
215,525
363,732
3,747
293,797
353,742
446,718
6,742
384,852
246,463
479,716
85,564
424,847
224,761
85,147
320,807
284,854
168,822
302,970
629,835
222,844
140,571
134,335
328,701
318,723
751,915
686,931
37,348
675,909
527,850
13,595
637,946
337,894
294,628
237,739
587,804
375,829
293,538
438,870
211,913
252,640
77,321
641,882
68,647
78,749
167,677
53,529
490,658
389,774
432,875
685,850
221,922
81,616
282,628
9,449
218,741
695,890
89,769
170,437
425,831
356,670
2,250
374,812
236,922
341,864
168,533
50,541
101,514
101,598
44,372
31,645
287,568
707,986
537,978
258,873
323,842
208,969
258,531
160,858
156,667
116,516
304,727
252,971
195,629
20,333
150,818
26,501
545,992
452,924
277,703
293,725
393,944
43,594
555,801
57,782
775,983
42,346
435,880
308,941
360,558
80,376
661,968
64,329
411,858
423,748
103,434
42,563
151,785
237,751
304,625
30,364
425,993
445,737
242,531
137,400
398,904
531,786
16,74
41,442
515,743
178,526
289,905
391,780
306,638
185,965
195,769
199,832
142,720
178,805
165,473
416,618
200,920
260,555
513,922
749,939
597,920
137,731
392,910
222,904
201,986
127,388
274,645
334,545
609,916
521,768
421,713
425,654
122,683
240,717
40,743
562,803
411,652
407,821
386,934
456,883
72,654
318,592
273,516
147,811
504,948
374,801
62,843
130,376
490,861
73,595
192,655
159,828
94,359
556,781
310,875
759,995
284,935
523,664
243,916
171,728
355,868
293,524
49,608
12,633
120,567
311,765
340,533
308,491
64,489
95,819
427,758
186,648
144,947
474,960
269,486
67,766
384,975
225,571
480,792
615,886
333,966
295,914
463,926
404,922
574,804
105,847
143,851
578,991
65,670
295,994
75,461
174,722
594,935
554,936
102,275
49,862
467,755
145,441
248,599
571,773
70,267
443,792
210,424
404,965
264,675
253,437
44,585
427,912
783,912
203,566
255,469
470,864
67,319
152,768
14,176
574,778
101,435
62,742
512,820
507,907
67,425
165,827
266,669
40,211
101,368
710,916
295,642
44,287
93,566
80,988
380,632
261,894
417,828
400,941
378,560
302,765
48,191
199,555
42,325
311,805
606,933
133,639
271,905
209,418
464,840
354,674
69,816
483,627
769,949
169,639
48,433
230,809
54,728
263,739
217,752
123,859
281,773
658,850
121,447
278,664
489,756
222,655
45,394
433,973
151,586
189,543
52,422
289,583
623,924
493,934
372,882
92,338
278,936
97,577
45,358
812,959
517,824
451,769
186,752
46,689
182,469
522,993
129,858
755,964
615,943
353,734
5,793
551,723
344,910
304,697
82,338
89,737
21,684
407,818
227,935
377,679
285,829
45,396
243,691
80,539
148,386
397,829
168,470
127,571
391,983
243,642
28,479
505,861
305,631
684,842
491,767
517,869
682,984
522,640
581,925
334,661
20,494
366,750
81,828
129,607
335,718
284,972
220,696
241,749
61,442
96,326
213,886
82,557
346,672
100,374
198,755
297,452
115,799
430,779
130,956
519,900
282,987
112,583
238,646
54,568
686,980
109,611
278,530
287,341
101,549
134,383
237,645
115,618
881,947
284,667
494,910
404,647
559,814
320,751
652,992
140,749
38,310
292,813
299,775
354,953
106,890
441,919
123,869
144,851
202,717
276,906
48,219
174,743
168,958
534,886
60,610
555,751
40,816
93,474
402,780
432,726
44,665
180,288
465,653
548,747
561,963
105,938
466,865
126,250
144,721
395,848
354,637
174,568
415,813
554,967
405,550
419,788
313,694
380,784
404,614
303,646
661,852
314,811
406,709
454,782
223,408
208,432
301,824
430,978
280,648
625,959
494,829
242,880
68,411
91,882
511,986
629,909
3,652
148,1001
185,848
505,710
500,777
113,569
199,316
31,422
95,656
87,558
88,817
677,888
165,410
250,733
458,838
428,970
238,769
58,652
248,820
227,525
414,973
457,953
755,865
291,894
260,821
618,865
149,453
437,755
6,239
541,883
93,780
101,709
470,877
574,792
279,961
506,972
629,792
28,600
61,659
410,745
11,773
386,778
135,669
98,715
199,613
592,855
452,939
194,584
113,898
214,409
62,509
14,674
275,454
509,893
468,921
190,750
24,360
216,726
230,686
408,799
11,452
549,947
700,951
481,890
405,775
460,879
38,402
214,861
187,474
127,968
4,808
9,545
86,525
429,770
436,854
201,890
364,909
414,713
89,474
344,718
453,961
401,682
564,976
20,432
158,701
539,804
164,754
428,787
371,868
121,745
148,982
116,492
45,761
541,776
619,997
197,748
78,831
607,910
327,925
65,759
460,899
735,1000
392,668
235,751
137,869
283,493
528,768
234,949
516,937
383,737
232,710
429,859
459,782
168,955
248,699
237,736
290,718
179,457
178,704
142,369
38,649
73,806
680,987
42,317
532,767
333,947
223,564
209,586
246,844
733,974
47,382
173,522
330,990
140,666
36,643
235,833
157,820
470,887
464,785
103,462
182,725
247,656
373,943
521,771
217,670
250,799
355,902
69,534
688,948
432,938
41,439
312,905
76,636
273,442
105,855
141,698
441,815
201,491
599,949
185,651
84,385
116,371
384,805
93,553
492,781
444,733
346,842
426,971
388,755
238,766
610,990
536,826
535,754
162,488
207,829
188,936
467,617
144,597
267,513
411,691
419,725
674,964
185,703
111,889
330,987
330,831
482,902
322,772
574,851
444,966
50,280
143,392
151,341
27,537
69,607
444,772
29,195
23,406
212,755
255,570
483,854
103,763
448,823
603,870
350,851
112,766
396,575
581,750
308,522
296,862
93,907
19,555
181,716
362,474
644,981
259,469
501,724
366,967
187,579
407,620
235,627
135,341
60,444
29,810
277,922
96,846
188,526
413,893
394,675
95,981
98,369
88,687
216,645
302,879
204,529
268,624
116,663
159,634
294,619
385,795
389,833
639,953
545,744
321,739
499,875
655,882
184,772
843,988
605,840
571,867
121,483
415,912
246,883
211,715
613,911
256,823
282,756
54,532
528,922
128,628
645,924
360,765
64,745
209,717
673,971
32,319
210,729
198,939
495,753
8,514
310,869
177,876
127,247
356,803
257,928
90,624
132,497
245,703
302,426
306,673
796,935
159,696
28,660
96,684
561,963
561,878
549,930
464,856
185,986
484,669
138,804
709,919
447,823
134,823
233,922
339,894
266,745
41,578
563,881
602,754
286,681
224,326
498,931
176,550
267,653
152,809
411,847
14,897
7,349
214,472
139,970
29,343
120,824
129,637
239,759
257,590
214,707
79,779
85,447
147,815
84,638
718,882
520,995
249,890
408,628
279,759
287,503
389,985
148,522
138,587
425,989
242,645
679,841
14,346
404,651
361,993
314,785
562,980
519,837
165,823
404,691
46,660
462,952
79,461
325,683
131,948
186,792
201,355
311,618
339,563
284,735
765,950
254,742
320,495
148,717
543,821
328,603
218,525
366,677
223,965
448,725
139,920
237,832
85,953
161,751
246,641
65,811
80,258
2,593
260,379
96,771
14,801
98,410
696,781
227,574
631,774
16,524
170,833
229,565
240,945
801,972
628,740
351,896
238,528
275,796
455,922
565,802
207,790
293,569
293,899
80,633
277,784
294,772
438,976
490,956
193,747
324,765
218,528
376,731
88,682
456,883
148,629
281,649
553,936
12,665
363,968
133,556
65,490
159,411
80,446
89,811
154,712
202,799
11,586
213,679
506,903
460,987
49,205
677,937
89,576
396,965
582,780
176,409
472,687
538,810
165,772
84,906
424,644
235,751
8,552
384,779
517,791
204,682
627,921
699,1000
232,471
667,979
298,970
86,259
51,798
503,780
133,492
4,500
335,687
398,873
422,865
127,605
174,830
98,730
234,866
169,752
213,698
540,986
120,798
238,796
288,799
398,932
467,987
67,604
81,217
143,652
179,960
331,687
424,899
555,994
537,972
124,639
71,814
94,461
327,860
76,378
301,560
158,679
572,869
274,751
839,941
227,536
345,926
165,364
216,627
496,945
155,750
216,777
30,192
278,673
529,844
88,305
365,797
272,639
230,857
107,744
412,932
295,754
346,824
250,645
124,573
410,647
277,641
102,775
724,962
61,618
244,844
394,952
598,942
155,634
395,990
148,647
387,600
355,782
122,722
801,915
47,392
597,902
7,231
326,814
331,693
453,602
225,502
408,958
768,906
57,482
180,714
26,219
485,962
519,901
427,931
437,935
532,981
385,588
197,575
396,865
438,884
85,562
632,978
585,956
354,824
575,964
354,635
295,790
453,658
38,607
40,376
143,518
69,538
423,969
486,910
380,873
49,173
303,959
489,919
410,968
40,338
43,595
345,784
71,788
397,909
243,448
90,869
560,959
860,932
217,822
269,903
566,850
329,845
155,842
42,300
520,907
234,509
229,959
154,674
366,691
40,600
278,893
224,491
83,576
328,651
12,465
336,987
18,513
291,830
444,621
357,856
617,930
207,514
446,581
115,622
508,743
145,707
103,280
138,555
221,788
190,740
469,942
156,966
212,472
493,639
559,965
374,859
545,643
424,976
353,886
331,693
42,306
221,771
42,926
543,846
244,488
598,963
225,611
277,976
668,912
567,955
69,762
174,940
173,682
148,755
333,614
503,998
244,403
216,621
90,778
324,562
64,461
300,853
163,869
209,638
248,941
429,751
539,716
275,762
69,427
322,679
439,903
179,440
610,979
212,873
91,615
508,964
52,634
299,542
436,844
219,611
243,586
429,677
242,398
276,969
26,589
394,881
508,678
317,981
418,953
134,912
372,809
321,680
112,497
122,921
563,887
73,749
62,489
473,983
253,812
127,581
248,882
256,733
100,891
306,379
243,922
298,870
506,918
340,602
487,953
319,460
706,864
60,423
111,316
569,887
86,884
623,761
583,863
153,404
82,654
15,258
455,947
206,454
433,691
294,762
483,647
577,874
469,944
392,963
285,808
107,570
244,570
439,774
37,332
66,464
124,534
451,575
39,326
392,670
37,612
445,681
231,983
196,401
600,812
345,840
212,707
535,830
255,519
414,747
564,888
361,729
47,328
154,728
391,830
301,695
122,673
380,885
37,329
599,723
274,869
520,896
274,876
691,940
498,937
176,509
14,659
369,646
95,583
63,548
565,884
380,771
155,693
84,732
137,709
522,813
166,882
346,749
251,707
261,849
74,669
530,839
122,637
656,767
57,777
409,560
70,657
490,923
188,632
641,862
443,933
288,819
326,808
42,615
183,424
8,760
86,649
298,969
733,786
385,967
528,590
475,752
599,945
21,329
209,326
581,839
122,481
90,571
450,874
517,683
630,760
524,859
459,588
32,259
331,680
532,616
541,862
399,973
224,663
819,997
320,991
11,566
211,887
754,961
3,570
6,528
285,881
455,970
236,781
545,865
68,504
200,391
238,497
144,767
382,809
545,869
89,809
134,865
223,839
270,563
204,409
330,662
40,744
194,746
92,551
447,939
160,434
61,273
25,804
369,598
143,791
351,763
99,580
227,920
87,788
396,530
214,599
266,669
264,800
230,947
462,599
371,693
81,370
498,982
35,657
387,948
142,564
13,516
685,904
527,860
456,730
238,850
396,727
466,854
550,904
51,252
110,610
186,356
140,481
7,545
301,920
132,702
66,485
51,337
221,831
133,450
114,677
581,921
181,528
459,974
451,858
467,838
454,703
189,560
442,853
448,731
539,967
468,672
243,890
524,917
599,997
120,956
287,981
99,364
94,689
112,719
64,292
458,638
328,762
847,955
321,824
215,427
124,870
439,744
205,705
167,739
557,834
323,979
111,609
66,439
687,976
20,322
121,761
109,538
309,620
260,680
790,991
46,641
447,945
257,623
43,307
567,838
434,743
569,661
372,816
162,518
252,975
30,632
231,698
385,525
585,963
71,535
205,715
383,850
368,707
639,902
274,813
5,369
154,474
60,712
580,884
255,574
6,566
77,619
38,380
3,235
51,546
29,720
428,719
87,830
123,709
278,947
492,844
155,497
470,707
119,375
606,823
319,568
288,722
73,782
201,638
428,904
439,795
377,900
243,913
30,563
212,880
199,513
132,791
55,184
81,600
243,952
420,878
591,947
612,950
181,745
534,916
272,800
56,517
134,490
399,738
82,415
343,668
402,981
294,810
123,452
304,895
44,472
266,860
581,891
417,960
108,927
772,852
321,836
357,918
5,591
45,404
290,614
558,988
113,690
244,759
630,992
307,877
190,394
171,966
670,860
74,389
306,828
444,713
468,799
79,276
284,764
659,937
183,755
165,848
246,681
602,898
32,449
13,294
592,861
374,713
339,614
379,774
53,360
85,809
727,943
256,531
6,538
332,714
572,697
133,547
472,854
308,961
76,738
367,602
322,863
820,991
439,568
146,687
133,588
320,520
303,576
653,941
37,659
278,807
58,506
73,435
124,692
75,698
127,382
595,986
565,862
48,646
287,962
247,871
466,908
35,793
242,600
666,908
173,554
251,812
505,827
222,663
63,522
176,935
429,634
71,395
220,907
4,732
297,616
136,774
278,662
50,895
110,610
472,985
374,774
596,972
35,686
398,692
36,535
107,864
225,743
247,664
446,573
7,807
490,805
465,820
555,924
631,958
373,808
402,813
276,596
205,426
251,624
750,916
217,630
265,625
100,672
61,692
24,787
269,606
175,680
31,768
98,560
506,883
469,964
172,590
760,918
828,991
162,602
672,973
104,695
256,894
289,903
59,496
259,722
220,496
16,546
283,846
537,819
429,944
366,843
365,992
577,937
358,853
216,801
218,762
520,959
474,727
390,844
42,267
667,858
33,728
554,935
231,848
84,555
150,802
453,873
812,927
214,657
55,886
319,778
449,717
382,650
337,889
128,535
9,324
109,737
591,868
681,867
425,805
38,521
207,721
194,832
351,697
253,973
446,754
299,786
76,320
240,576
276,735
514,883
551,775
446,812
114,709
322,839
840,960
268,608
93,724
234,584
125,573
543,755
303,657
282,620
106,649
188,366
55,278
440,662
446,607
384,858
620,976
363,510
79,574
334,783
348,917
116,646
286,950
282,901
259,560
325,712
217,516
302,703
223,596
15,315
250,754
691,780
663,915
233,948
27,657
69,527
324,970
126,553
57,552
265,569
357,915
348,894
160,776
349,917
558,915
469,801
175,961
547,798
90,440
673,930
295,961
536,954
99,405
39,444
151,643
148,569
113,564
600,791
433,998
146,761
331,475
213,623
154,368
419,699
54,278
172,455
438,863
150,807
377,974
163,572
621,963
570,901
182,474
734,923
203,632
167,596
82,566
339,860
64,623
538,775
483,800
521,758
392,776
38,546
211,346
77,313
167,710
574,811
82,977
107,529
383,912
252,656
297,812
324,710
135,262
682,768
177,477
195,822
126,457
429,532
481,950
171,845
127,728
104,195
271,984
398,643
75,605
208,461
510,950
155,810
263,801
309,812
124,583
661,843
300,658
203,306
24,434
591,909
34,775
506,902
322,701
594,833
228,961
326,639
89,873
144,388
527,902
66,191
383,826
19,515
145,796
270,960
153,708
404,875
89,532
299,603
381,956
238,832
636,970
466,781
488,985
644,983
184,447
245,754
99,867
277,481
362,579
543,819
433,654
149,791
137,406
235,705
242,608
274,837
83,526
49,443
480,956
439,684
192,720
238,484
86,559
218,707
119,388
235,788
623,750
367,593
344,495
171,460
215,978
465,896
314,586
492,849
646,829
634,996
3,450
263,784
204,907
361,675
117,761
359,912
103,627
339,553
374,536
524,775
216,771
369,874
274,871
203,754
186,796
547,792
100,764
371,532
405,682
503,795
141,914
45,867
258,522
70,666
307,889
430,988
50,271
246,419
456,846
499,865
421,818
661,895
620,775
517,865
405,881
660,805
61,560
64,258
476,908
200,613
266,739
598,742
29,358
164,436
225,602
636,870
597,972
595,972
229,921
300,607
424,780
600,907
374,843
79,204
311,383
143,683
96,542
145,631
679,994
697,865
389,938
184,769
35,612
470,617
390,599
40,533
445,691
180,792
84,458
2,524
125,875
146,661
346,998
356,874
405,900
394,818
454,952
585,895
322,855
163,840
47,492
82,780
8,722
50,598
110,474
372,694
363,574
77,546
157,518
116,616
16,308
375,752
156,798
57,532
674,889
401,774
356,929
670,822
10,712
219,680
588,1000
46,600
120,330
113,711
292,769
720,851
622,917
268,817
74,688
534,734
75,344
851,966
289,971
423,985
79,271
430,709
399,601
327,792
24,600
220,716
90,579
38,626
362,678
692,912
336,901
655,866
16,846
12,576
590,932
260,457
214,980
327,637
165,645
536,991
296,946
384,971
142,461
502,832
621,866
215,612
395,954
352,824
457,581
298,556
189,758
336,510
131,625
413,689
210,546
166,660
15,543
335,508
349,575
215,415
366,824
7,548
324,885
231,777
161,890
535,942
699,909
531,804
366,744
117,668
383,878
7,512
388,813
500,932
80,292
82,725
45,292
113,591
426,908
295,634
286,931
663,948
184,816
388,814
413,701
270,862
163,782
493,727
367,680
194,622
162,515
470,793
324,958
630,808
94,398
133,673
230,824
100,743
270,708
274,635
502,979
81,445
29,735
124,674
200,857
323,984
30,427
642,817
454,826
3,527
289,554
358,537
277,475
275,747
329,642
429,882
641,945
373,592
348,596
37,623
330,793
602,982
388,712
162,490
575,789
565,943
13,473
334,885
277,858
550,794
442,832
900,988
437,797
476,873
445,930
212,955
201,920
269,707
71,621
515,991
258,931
162,397
85,605
435,900
350,743
460,853
143,589
252,649
349,781
241,775
103,298
61,707
364,933
246,665
295,640
512,942
334,494
116,591
24,930
101,501
571,732
12,164
381,928
61,730
294,738
276,967
325,691
429,869
67,738
211,863
623,905
604,845
53,448
37,650
505,726
105,912
236,530
60,463
700,886
198,574
551,959
264,922
461,808
174,670
81,508
156,633
528,920
186,572
133,373
319,937
219,510
175,472
28,680
566,967
512,976
461,987
466,715
199,444
382,686
319,801
87,628
61,492
363,873
180,340
583,916
372,710
526,815
283,761
301,614
164,902
380,880
272,626
110,240
441,932
477,852
38,356
453,964
659,977
235,918
151,576
196,681
68,321
492,874
428,797
390,660
321,778
243,828
5,656
265,565
284,924
258,948
130,566
249,962
331,838
578,771
97,670
536,855
303,474
204,915
148,526
426,965
233,999
310,759
139,769
294,779
137,716
117,753
237,765
78,370
597,987
749,907
361,609
350,614
319,935
85,863
409,981
283,446
82,302
185,930
645,985
213,353
267,924
326,765
737,891
116,827
319,741
625,891
434,782
211,859
95,333
10,512
641,924
217,824
14,714
63,516
324,918
91,454
549,891
1,362
306,736
55,420
148,632
257,618
548,816
155,439
623,995
730,994
577,925
197,810
405,726
23,354
270,749
548,907
131,743
64,769
112,616
741,972
484,710
338,594
258,838
459,857
181,480
411,773
166,450
358,951
239,641
206,824
129,516
205,752
316,647
435,953
18,698
338,591
467,832
368,896
82,284
559,894
18,257
191,360
389,713
153,937
468,759
142,906
2,703
75,873
362,649
400,841
429,734
310,838
138,750
206,458
461,905
249,918
448,728
200,623
118,811
22,494
91,523
7,504
523,811
281,736
541,974
558,989
139,620
591,914
47,427
723,869
430,792
138,804
144,501
653,882
122,917
188,423
527,944
29,567
428,989
531,873
23,544
6,569
99,364
182,898
231,831
215,488
593,904
643,988
365,767
477,822
226,853
656,889
195,315
97,633
177,862
1,757
247,714
436,882
511,907
616,880
369,942
445,952
8,310
453,988
400,733
66,468
493,645
410,802
568,926
37,333
447,715
34,489
363,674
170,666
17,268
114,400
4,376
220,402
375,555
115,918
226,767
19,573
185,764
507,778
325,561
789,957
276,750
227,948
151,545
106,587
100,882
516,687
100,591
514,818
194,662
484,731
201,418
183,885
660,884
7,532
751,938
517,820
513,861
176,365
6,577
310,599
322,967
496,903
19,250
194,836
67,385
376,728
164,641
80,868
457,763
264,713
176,372
100,470
329,515
9,536
200,640
573,876
694,946
192,447
404,625
216,679
402,984
252,698
260,719
146,382
342,768
80,813
175,740
623,919
76,685
362,835
41,417
361,600
303,922
173,839
198,987
204,725
332,723
440,842
170,816
673,926
183,307
84,613
548,876
219,820
368,899
1,817
593,920
567,884
34,725
257,707
597,822
392,813
349,686
309,648
348,761
143,690
333,460
74,710
390,965
108,465
79,427
272,791
333,956
53,400
507,829
223,943
288,966
54,582
162,684
408,825
70,276
263,571
96,394
445,778
244,734
403,761
363,843
191,782
75,356
257,550
399,753
358,929
333,790
732,976
87,634
225,813
450,874
228,721
389,954
338,458
159,247
285,710
372,899
296,669
144,906
618,773
451,936
306,875
413,788
53,837
463,879
456,898
82,641
673,949
12,237
3,434
46,380
84,744
343,759
344,688
419,852
274,597
230,634
206,953
553,884
13,490
368,823
10,621
1,472
67,779
132,698
345,907
361,732
276,677
267,937
438,999
92,670
251,477
157,681
359,546
196,776
351,654
308,981
35,612
164,910
157,573
178,931
364,923
311,847
648,999
170,943
129,860
388,676
198,503
372,800
390,627
340,941
711,951
520,945
200,562
592,974
304,820
109,716
209,828
269,778
468,859
173,738
133,827
568,777
68,529
125,855
591,694
605,879
583,841
796,935
61,262
533,654
52,601
10,662
351,692
229,641
558,797
373,760
165,761
404,943
363,678
368,845
60,371
224,923
177,722
199,940
92,522
715,966
480,662
240,588
400,803
370,925
182,488
49,512
29,442
410,878
235,698
480,890
207,525
437,647
734,938
288,679
580,869
638,993
22,730
359,500
250,807
396,808
109,216
429,643
16,613
109,686
378,960
53,531
107,901
490,920
489,896
150,578
10,487
429,911
64,554
4,642
264,863
102,872
275,899
173,703
70,290
44,316
25,714
389,865
213,720
17,601
150,706
1,738
456,640
65,498
479,943
35,722
138,561
192,738
66,814
36,560
92,358
540,948
225,454
336,642
234,660
286,944
540,755
363,708
174,371
34,667
192,497
336,847
89,504
370,787
74,759
503,835
79,642
402,875
508,884
493,990
165,560
409,626
406,834
265,869
112,945
269,973
267,601
4,322
123,337
160,357
283,928
30,331
505,676
614,755
294,719
524,909
162,584
146,665
620,981
370,706
315,580
355,508
32,548
252,732
179,747
183,455
18,640
523,963
359,739
366,518
221,581
568,814
6,438
597,889
156,724
343,865
146,489
593,810
20,619
7,375
300,991
252,813
490,953
394,746
84,457
289,811
127,743
165,714
320,823
459,947
49,789
478,771
525,941
246,972
74,914
57,715
688,876
68,331
160,965
1,660
240,484
317,783
534,959
64,583
193,790
53,441
141,572
31,555
66,590
314,947
498,696
150,770
102,866
321,757
35,623
222,488
363,856
373,930
371,979
87,757
332,568
502,932
524,936
547,801
166,610
700,915
242,663
385,878
448,726
268,751
390,970
59,831
237,399
338,722
247,857
541,929
478,943
75,444
307,954
524,962
800,954
64,325
93,773
152,377
676,937
106,470
320,739
123,755
436,714
187,879
412,959
44,514
275,635
526,886
24,397
248,675
116,814
240,566
377,692
30,802
450,883
114,731
251,933
91,712
668,898
237,845
377,649
311,603
411,939
195,759
605,791
202,669
273,771
34,609
432,705
325,887
414,727
237,821
184,668
683,898
414,836
276,997
455,976
568,952
152,797
35,414
194,619
203,702
84,717
366,841
23,621
84,954
208,794
201,614
21,752
49,449
441,909
278,725
645,882
381,985
470,727
328,553
193,860
371,767
179,624
235,664
112,819
214,777
698,994
42,548
179,516
55,769
98,605
183,441
55,753
215,554
121,236
756,988
463,649
417,829
37,653
503,989
400,932
178,797
139,559
272,424
83,918
237,403
306,585
394,862
109,288
120,838
47,293
440,837
589,923
205,627
34,798
78,705
225,714
34,701
531,911
273,654
127,453
332,735
191,847
305,845
381,678
242,615
125,587
453,837
78,665
579,958
366,837
83,280
340,813
7,790
698,913
346,709
180,692
125,494
106,559
186,762
551,728
306,691
110,902
77,636
16,425
315,466
101,665
613,973
157,807
104,460
130,587
153,872
321,911
259,681
339,646
279,825
219,812
166,870
330,632
356,627
352,884
420,905
182,519
67,572
33,583
256,454
245,557
338,714
225,450
576,993
182,527
28,149
660,788
317,767
190,676
577,927
99,504
305,685
151,500
576,865
132,533
243,979
345,809
465,766
13,559
406,635
289,702
187,808
552,968
538,976
276,817
332,874
285,806
139,915
669,987
165,755
106,897
695,818
187,341
87,218
82,211
23,542
564,859
1,642
112,238
266,826
195,930
395,585
327,599
482,962
294,952
530,984
712,881
4,282
104,492
452,947
114,419
254,575
110,950
192,452
512,797
261,903
422,660
113,453
270,992
31,114
534,768
509,769
333,952
288,399
557,824
147,393
499,748
108,770
36,770
535,919
317,953
416,631
365,674
205,809
176,984
219,714
288,541
710,862
530,734
493,700
214,526
537,951
207,739
58,315
680,882
227,851
200,709
586,955
357,793
95,721
22,424
261,897
538,946
550,895
237,467
321,711
461,966
431,814
394,609
313,686
16,761
84,323
423,990
104,453
497,763
197,521
261,729
632,854
269,380
113,440
65,305
803,951
283,958
74,560
626,887
139,816
550,971
224,648
345,586
121,614
449,992
89,958
273,564
60,827
211,904
77,904
20,699
76,213
340,851
396,678
474,841
207,437
494,929
92,566
313,808
